name,sex,age,height,weight,bmi,country,year,season,host country,sport,event,medal
"Matthew Benjamin ""Matt"" Brown",M,25.0,182.0,93.0,28.08,United States of America,2008,Summer,China,Baseball,Baseball Men's Baseball,Bronze
Shelley-Ann Brown,F,29.0,173.0,75.0,25.06,Canada,2010,Winter,Canada,Bobsleigh,Bobsleigh Women's Two,Silver
Victoria Brown,F,26.0,183.0,76.0,22.69,Australia,2012,Summer,United Kingdom,Water Polo,Water Polo Women's Water Polo,Bronze
Stephanie Karenmonica Brown-Trafton,F,28.0,193.0,100.0,26.85,United States of America,2008,Summer,China,Athletics,Athletics Women's Discus Throw,Gold
Alistair Edward Brownlee,M,24.0,184.0,70.0,20.68,United Kingdom,2012,Summer,United Kingdom,Triathlon,Triathlon Men's Olympic Distance,Gold
Alistair Edward Brownlee,M,28.0,184.0,70.0,20.68,United Kingdom,2016,Summer,Brazil,Triathlon,Triathlon Men's Olympic Distance,Gold
"Jonathan Callum ""Jonny"" Brownlee",M,22.0,181.0,70.0,21.37,United Kingdom,2012,Summer,United Kingdom,Triathlon,Triathlon Men's Olympic Distance,Bronze
"Jonathan Callum ""Jonny"" Brownlee",M,26.0,181.0,70.0,21.37,United Kingdom,2016,Summer,Brazil,Triathlon,Triathlon Men's Olympic Distance,Silver
Ivano Brugnetti,M,27.0,176.0,61.0,19.69,Italy,2004,Summer,Greece,Athletics,Athletics Men's 20 kilometres Walk,Gold
Kristoffer Brun,M,28.0,175.0,70.0,22.86,Norway,2016,Summer,Brazil,Rowing,Rowing Men's Lightweight Double Sculls,Bronze
Caroline Brunet,F,35.0,175.0,70.0,22.86,Canada,2004,Summer,Greece,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Bronze
Manuel Brunet,M,30.0,179.0,79.0,24.66,Argentina,2016,Summer,Brazil,Hockey,Hockey Men's Hockey,Gold
Marie Laure Louise Graldine Brunet,F,21.0,166.0,52.0,18.87,France,2010,Winter,Canada,Biathlon,Biathlon Women's 10 kilometres Pursuit,Bronze
Marie Laure Louise Graldine Brunet,F,21.0,166.0,52.0,18.87,France,2010,Winter,Canada,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Silver
Rachele Bruni,F,25.0,170.0,59.0,20.42,Italy,2016,Summer,Brazil,Swimming,Swimming Women's 10 kilometres Open Water,Silver
"Bruno ""Bruninho"" Mossa de Rezende",M,22.0,190.0,76.0,21.05,Brazil,2008,Summer,China,Volleyball,Volleyball Men's Volleyball,Silver
"Bruno ""Bruninho"" Mossa de Rezende",M,26.0,190.0,76.0,21.05,Brazil,2012,Summer,United Kingdom,Volleyball,Volleyball Men's Volleyball,Silver
"Bruno ""Bruninho"" Mossa de Rezende",M,30.0,190.0,76.0,21.05,Brazil,2016,Summer,Brazil,Volleyball,Volleyball Men's Volleyball,Gold
Olga Aleksandrovna Brusnikina,F,25.0,169.0,55.0,19.26,Russia,2004,Summer,Greece,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
"Robert Charles ""Bob"" Bryan",M,30.0,193.0,92.0,24.7,United States of America,2008,Summer,China,Tennis,Tennis Men's Doubles,Bronze
"Robert Charles ""Bob"" Bryan",M,34.0,193.0,92.0,24.7,United States of America,2012,Summer,United Kingdom,Tennis,Tennis Men's Doubles,Gold
"Michael Carl ""Mike"" Bryan",M,30.0,191.0,87.0,23.85,United States of America,2008,Summer,China,Tennis,Tennis Men's Doubles,Bronze
"Michael Carl ""Mike"" Bryan",M,34.0,191.0,87.0,23.85,United States of America,2012,Summer,United Kingdom,Tennis,Tennis Mixed Doubles,Bronze
"Michael Carl ""Mike"" Bryan",M,34.0,191.0,87.0,23.85,United States of America,2012,Summer,United Kingdom,Tennis,Tennis Men's Doubles,Gold
Karina Louise Bryant,F,33.0,185.0,109.0,31.85,United Kingdom,2012,Summer,United Kingdom,Judo,Judo Women's Heavyweight,Bronze
Kelci Marie Bryant,F,23.0,160.0,61.0,23.83,United States of America,2012,Summer,United Kingdom,Diving,Diving Women's Synchronized Springboard,Silver
Kobe Bean Bryant,M,29.0,198.0,100.0,25.51,United States of America,2008,Summer,China,Basketball,Basketball Men's Basketball,Gold
Kobe Bean Bryant,M,33.0,198.0,100.0,25.51,United States of America,2012,Summer,United Kingdom,Basketball,Basketball Men's Basketball,Gold
Yelyzaveta Viktorivna Bryzhina,F,22.0,173.0,63.0,21.05,Ukraine,2012,Summer,United Kingdom,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
Ashley Brzozowicz,F,29.0,176.0,75.0,24.21,Canada,2012,Summer,United Kingdom,Rowing,Rowing Women's Coxed Eights,Silver
Karen Brdsgaard,F,26.0,178.0,71.0,22.41,Denmark,2004,Summer,Greece,Handball,Handball Women's Handball,Gold
Kjersti stgrd Buaas,F,24.0,161.0,57.0,21.99,Norway,2006,Winter,Italy,Snowboarding,Snowboarding Women's Halfpipe,Bronze
Joshua Buatsi,M,23.0,185.0,81.0,23.67,United Kingdom,2016,Summer,Brazil,Boxing,Boxing Men's Light-Heavyweight,Bronze
Kadeisha Buchanan,F,20.0,170.0,65.0,22.49,Canada,2016,Summer,Brazil,Football,Football Women's Football,Bronze
Matthijs Bchli,M,23.0,188.0,90.0,25.46,Netherlands,2016,Summer,Brazil,Cycling,Cycling Men's Keirin,Silver
Rachel Marie Buehler (-Van Hollebeke),F,22.0,165.0,65.0,23.88,United States of America,2008,Summer,China,Football,Football Women's Football,Gold
Rachel Marie Buehler (-Van Hollebeke),F,26.0,165.0,65.0,23.88,United States of America,2012,Summer,United Kingdom,Football,Football Women's Football,Gold
Luka Buki,M,22.0,195.0,90.0,23.67,Croatia,2016,Summer,Brazil,Water Polo,Water Polo Men's Water Polo,Silver
Yekaterina Borisovna Bukina,F,29.0,174.0,75.0,24.77,Russia,2016,Summer,Brazil,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Bronze
Anela Bulatovi,F,25.0,175.0,67.0,21.88,Montenegro,2012,Summer,United Kingdom,Handball,Handball Women's Handball,Silver
Katarina Bulatovi,F,27.0,186.0,71.0,20.52,Montenegro,2012,Summer,United Kingdom,Handball,Handball Women's Handball,Silver
Diana Laura Bulimar,F,16.0,140.0,73.77,37.64,Romania,2012,Summer,United Kingdom,Gymnastics,Gymnastics Women's Team All-Around,Bronze
Jan Bulis,M,27.0,186.0,92.0,26.59,Czechia,2006,Winter,Italy,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Ivan Buljubai,M,24.0,198.0,108.0,27.55,Croatia,2012,Summer,United Kingdom,Water Polo,Water Polo Men's Water Polo,Gold
Massimo Bulleri,M,26.0,188.0,82.0,23.2,Italy,2004,Summer,Greece,Basketball,Basketball Men's Basketball,Silver
Chlo Bulleux,F,24.0,172.0,65.0,21.97,France,2016,Summer,Brazil,Handball,Handball Women's Handball,Silver
Nicole Bullo,F,26.0,160.0,56.0,21.87,Switzerland,2014,Winter,Russia,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
Gamze Bulut,F,19.0,166.0,48.0,17.42,Turkey,2012,Summer,United Kingdom,Athletics,"Athletics Women's 1,500 metres",Silver
Darren Bundock,M,37.0,180.0,70.0,21.6,Australia,2008,Summer,China,Sailing,Sailing Mixed Multihull,Silver
Wilfred Kipkemboi Bungei,M,28.0,172.0,60.0,20.28,Kenya,2008,Summer,China,Athletics,Athletics Men's 800 metres,Gold
Denis Bunti,M,29.0,177.71,73.77,23.36,Croatia,2012,Summer,United Kingdom,Handball,Handball Men's Handball,Bronze
Diego Mario Buonanotte Rende,M,20.0,160.0,49.0,19.14,Argentina,2008,Summer,China,Football,Football Men's Football,Gold
Caroline Stillwell Burckle,F,22.0,174.0,62.0,20.48,United States of America,2008,Summer,China,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze
Cdric Burdet,M,33.0,195.0,98.0,25.77,France,2008,Summer,China,Handball,Handball Men's Handball,Gold
Nicols Andrs Burdisso,M,23.0,182.0,82.0,24.76,Argentina,2004,Summer,Greece,Football,Football Men's Football,Gold
Pavel Vladimirovich Bure,M,30.0,180.0,86.0,26.54,Russia,2002,Winter,United States,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Valery Vladimirovich Bure,M,27.0,176.0,84.0,27.12,Russia,2002,Winter,United States,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Nathan Burgers,M,33.0,185.0,82.0,23.96,Australia,2012,Summer,United Kingdom,Hockey,Hockey Men's Hockey,Bronze
Phil Burgess,M,28.0,180.0,92.0,28.4,United Kingdom,2016,Summer,Brazil,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Silver
Simon Peter Burgess,M,36.0,178.0,70.0,22.09,Australia,2004,Summer,Greece,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
Michelle Burgher,F,27.0,170.0,62.0,21.45,Jamaica,2004,Summer,Greece,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
Damir Buri,M,31.0,205.0,115.0,27.36,Croatia,2012,Summer,United Kingdom,Water Polo,Water Polo Men's Water Polo,Gold
Damir Buri,M,35.0,205.0,115.0,27.36,Croatia,2016,Summer,Brazil,Water Polo,Water Polo Men's Water Polo,Silver
Claudia Ins Burkart,F,24.0,165.0,68.0,24.98,Argentina,2004,Summer,Greece,Hockey,Hockey Women's Hockey,Bronze
Claudia Ins Burkart,F,28.0,165.0,68.0,24.98,Argentina,2008,Summer,China,Hockey,Hockey Women's Hockey,Bronze
Steven James Burke,M,20.0,183.0,78.0,23.29,United Kingdom,2008,Summer,China,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Bronze
Steven James Burke,M,24.0,183.0,78.0,23.29,United Kingdom,2012,Summer,United Kingdom,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
Steven James Burke,M,28.0,183.0,78.0,23.29,United Kingdom,2016,Summer,Brazil,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
Daniil Sergeyevich Burkenya,M,26.0,198.0,85.0,21.68,Russia,2004,Summer,Greece,Athletics,Athletics Men's Triple Jump,Bronze
Peter Burling,M,21.0,186.0,82.0,23.7,New Zealand,2012,Summer,United Kingdom,Sailing,Sailing Men's Skiff,Silver
Peter Burling,M,25.0,186.0,82.0,23.7,New Zealand,2016,Summer,Brazil,Sailing,Sailing Men's Skiff,Gold
Hanna Viktorivna Burmistrova,F,27.0,182.0,73.0,22.04,Ukraine,2004,Summer,Greece,Handball,Handball Women's Handball,Bronze
Jason Nicholas Burnett,M,21.0,165.0,68.0,24.98,Canada,2008,Summer,China,Trampolining,Trampolining Men's Individual,Silver
Kevin Lobdell Burnham,M,47.0,185.0,70.0,20.45,United States of America,2004,Summer,Greece,Sailing,Sailing Men's Two Person Dinghy,Gold
Marc Burns,M,25.0,183.0,91.0,27.17,Trinidad and Tobago,2008,Summer,China,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Marc Burns,M,29.0,183.0,91.0,27.17,Trinidad and Tobago,2012,Summer,United Kingdom,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
Adrian Mark Burnside,M,27.0,193.0,100.0,26.85,Australia,2004,Summer,Greece,Baseball,Baseball Men's Baseball,Silver
Jordan Ernest Burroughs,M,24.0,171.0,79.0,27.02,United States of America,2012,Summer,United Kingdom,Wrestling,"Wrestling Men's Middleweight, Freestyle",Gold
Christopher Burton,M,34.0,180.0,70.0,21.6,Australia,2016,Summer,Brazil,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
Tom Burton,M,26.0,180.0,81.0,25.0,Australia,2016,Summer,Brazil,Sailing,Sailing Men's One Person Dinghy,Gold
Bianka Bua,F,22.0,187.0,74.0,21.16,Serbia,2016,Summer,Brazil,Volleyball,Volleyball Women's Volleyball,Silver
Antje Buschschulte (-Meeuw),F,25.0,186.0,75.0,21.68,Germany,2004,Summer,Greece,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze
Antje Buschschulte (-Meeuw),F,25.0,186.0,75.0,21.68,Germany,2004,Summer,Greece,Swimming,Swimming Women's 200 metres Backstroke,Bronze
Antje Buschschulte (-Meeuw),F,25.0,186.0,75.0,21.68,Germany,2004,Summer,Greece,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
Andro Bulje,M,26.0,200.0,115.0,28.75,Croatia,2012,Summer,United Kingdom,Water Polo,Water Polo Men's Water Polo,Gold
Andro Bulje,M,30.0,200.0,115.0,28.75,Croatia,2016,Summer,Brazil,Water Polo,Water Polo Men's Water Polo,Silver
Crystl Irene Bustos,F,26.0,173.0,102.0,34.08,United States of America,2004,Summer,Greece,Softball,Softball Women's Softball,Gold
Crystl Irene Bustos,F,30.0,173.0,102.0,34.08,United States of America,2008,Summer,China,Softball,Softball Women's Softball,Silver
Simone Buti,M,32.0,206.0,100.0,23.56,Italy,2016,Summer,Brazil,Volleyball,Volleyball Men's Volleyball,Silver
Aleksandr Anatolyevich Butko,M,26.0,198.0,97.0,24.74,Russia,2012,Summer,United Kingdom,Volleyball,Volleyball Men's Volleyball,Gold
Dean William Butler,M,27.0,172.0,72.0,24.34,Australia,2004,Summer,Greece,Hockey,Hockey Men's Hockey,Gold
Jimmy Butler III,M,26.0,201.0,99.0,24.5,United States of America,2016,Summer,Brazil,Basketball,Basketball Men's Basketball,Gold
Linus Butt,M,29.0,186.0,83.0,23.99,Germany,2016,Summer,Brazil,Hockey,Hockey Men's Hockey,Bronze
"Jeffrey ""Jeff"" Buttle",M,23.0,173.0,60.0,20.05,Canada,2006,Winter,Italy,Figure Skating,Figure Skating Men's Singles,Bronze
Matthew Butturini,M,24.0,181.0,81.0,24.72,Australia,2012,Summer,United Kingdom,Hockey,Hockey Men's Hockey,Bronze
Dajana Butulija,F,30.0,175.0,65.0,21.22,Serbia,2016,Summer,Brazil,Basketball,Basketball Women's Basketball,Bronze
Karyn L. Bye (-Dietz),F,30.0,173.0,75.0,25.06,United States of America,2002,Winter,United States,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
Byeon Cheon-Sa,F,18.0,167.0,58.0,20.8,South Korea,2006,Winter,Italy,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Gold
James Andrew Byrnes,M,25.0,200.0,93.0,23.25,Canada,2008,Summer,China,Rowing,Rowing Men's Coxed Eights,Gold
James Andrew Byrnes,M,29.0,200.0,93.0,23.25,Canada,2012,Summer,United Kingdom,Rowing,Rowing Men's Coxed Eights,Silver
Lars Bystl,M,27.0,179.0,60.0,18.73,Norway,2006,Winter,Italy,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Gold
Lars Bystl,M,27.0,179.0,60.0,18.73,Norway,2006,Winter,Italy,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Bronze
Lars Bystl,M,27.0,179.0,60.0,18.73,Norway,2006,Winter,Italy,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Bronze
Denia Caballero Ponce,F,26.0,175.0,70.0,22.86,Cuba,2016,Summer,Brazil,Athletics,Athletics Women's Discus Throw,Bronze
Alba Mara Cabello Rodilla,F,22.0,163.0,47.0,17.69,Spain,2008,Summer,China,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
Alba Mara Cabello Rodilla,F,26.0,163.0,47.0,17.69,Spain,2012,Summer,United Kingdom,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
"Frederike Jacobie ""Mieke"" Cabout",F,22.0,182.0,70.0,21.13,Netherlands,2008,Summer,China,Water Polo,Water Polo Women's Water Polo,Gold
Jrmy Cadot,M,29.0,185.0,78.0,22.79,France,2016,Summer,Brazil,Fencing,"Fencing Men's Foil, Team",Silver
Erin Jane Cafaro (-McKenzie),F,25.0,175.0,73.0,23.84,United States of America,2008,Summer,China,Rowing,Rowing Women's Coxed Eights,Gold
Erin Jane Cafaro (-McKenzie),F,29.0,175.0,73.0,23.84,United States of America,2012,Summer,United Kingdom,Rowing,Rowing Women's Coxed Eights,Gold
Tania Cagnotto (-Parolin),F,31.0,160.0,54.0,21.09,Italy,2016,Summer,Brazil,Diving,Diving Women's Springboard,Bronze
Tania Cagnotto (-Parolin),F,31.0,160.0,54.0,21.09,Italy,2016,Summer,Brazil,Diving,Diving Women's Synchronized Springboard,Silver
Trevor John Cahill,M,20.0,193.0,99.0,26.58,United States of America,2008,Summer,China,Baseball,Baseball Men's Baseball,Bronze
Caitlin Kinder Cahow,F,20.0,163.0,68.0,25.59,United States of America,2006,Winter,Italy,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
Caitlin Kinder Cahow,F,24.0,163.0,68.0,25.59,United States of America,2010,Winter,Canada,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
Cai Tongtong,F,18.0,168.0,48.0,17.01,China,2008,Summer,China,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
Cai Yun,M,28.0,181.0,68.0,20.76,China,2008,Summer,China,Badminton,Badminton Men's Doubles,Silver
Cai Yun,M,32.0,181.0,68.0,20.76,China,2012,Summer,United Kingdom,Badminton,Badminton Men's Doubles,Gold
Cai Zelin,M,25.0,175.0,55.0,17.96,China,2016,Summer,Brazil,Athletics,Athletics Men's 20 kilometres Walk,Silver
Chiara Cainero,F,30.0,171.0,81.0,27.7,Italy,2008,Summer,China,Shooting,Shooting Women's Skeet,Gold
Chiara Cainero,F,38.0,171.0,81.0,27.7,Italy,2016,Summer,Brazil,Shooting,Shooting Women's Skeet,Silver
Petr ajnek,M,30.0,180.0,82.0,25.31,Czechia,2006,Winter,Italy,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Asl akr (-Alptekin),F,26.0,168.0,50.0,17.72,Turkey,2012,Summer,United Kingdom,Athletics,"Athletics Women's 1,500 metres",Gold
David Cal Figueroa,M,21.0,183.0,86.0,25.68,Spain,2004,Summer,Greece,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Silver
David Cal Figueroa,M,21.0,183.0,86.0,25.68,Spain,2004,Summer,Greece,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Gold
David Cal Figueroa,M,25.0,183.0,86.0,25.68,Spain,2008,Summer,China,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Silver
David Cal Figueroa,M,25.0,183.0,86.0,25.68,Spain,2008,Summer,China,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Silver
David Cal Figueroa,M,29.0,183.0,86.0,25.68,Spain,2012,Summer,United Kingdom,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Silver
Lucas Calabrese,M,25.0,168.0,60.0,21.26,Argentina,2012,Summer,United Kingdom,Sailing,Sailing Men's Two Person Dinghy,Bronze
"David ""Dave"" Calder",M,30.0,195.0,90.0,23.67,Canada,2008,Summer,China,Rowing,Rowing Men's Coxless Pairs,Silver
Jos Manuel Caldern Borrallo,M,26.0,191.0,90.0,24.67,Spain,2008,Summer,China,Basketball,Basketball Men's Basketball,Silver
Jos Manuel Caldern Borrallo,M,30.0,191.0,90.0,24.67,Spain,2012,Summer,United Kingdom,Basketball,Basketball Men's Basketball,Silver
Jos Manuel Caldern Borrallo,M,34.0,191.0,90.0,24.67,Spain,2016,Summer,Brazil,Basketball,Basketball Men's Basketball,Bronze
Rosir Calderon Daz,F,19.0,191.0,70.0,19.19,Cuba,2004,Summer,Greece,Volleyball,Volleyball Women's Volleyball,Bronze
Hilary Caldwell,F,25.0,173.0,61.0,20.38,Canada,2016,Summer,Brazil,Swimming,Swimming Women's 200 metres Backstroke,Bronze
Ryan Callahan,M,24.0,180.0,86.0,26.54,United States of America,2010,Winter,Canada,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
Mara Luisa Calle Williams,F,35.0,170.0,51.0,17.65,Colombia,2004,Summer,Greece,Cycling,Cycling Women's Points Race,Bronze
Emmanuel Earl Callender,M,24.0,189.0,86.0,24.08,Trinidad and Tobago,2008,Summer,China,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Emmanuel Earl Callender,M,28.0,189.0,86.0,24.08,Trinidad and Tobago,2012,Summer,United Kingdom,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
Facundo Callioni,M,30.0,183.0,77.0,22.99,Argentina,2016,Summer,Brazil,Hockey,Hockey Men's Hockey,Gold
Ashley John Callus,M,29.0,188.0,85.0,24.05,Australia,2008,Summer,China,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
Schillonie Calvert,F,23.0,166.0,57.0,20.69,Jamaica,2012,Summer,United Kingdom,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
Eva Calvo Gmez,F,25.0,176.0,57.0,18.4,Spain,2016,Summer,Brazil,Taekwondo,Taekwondo Women's Featherweight,Silver
"Elizabeth Folake ""Liz"" Cambage",F,20.0,203.0,98.0,23.78,Australia,2012,Summer,United Kingdom,Basketball,Basketball Women's Basketball,Bronze
Ivn Cambar Rodrguez,M,28.0,163.0,77.0,28.98,Cuba,2012,Summer,United Kingdom,Weightlifting,Weightlifting Men's Middleweight,Bronze
"Asuka Antonio ""Aska"" Cambridge",M,23.0,179.0,74.0,23.1,Japan,2016,Summer,Brazil,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
Ibrahim Camejo Savas,M,26.0,180.0,79.0,24.38,Cuba,2008,Summer,China,Athletics,Athletics Men's Long Jump,Bronze
Tracy Cameron,F,33.0,172.0,58.0,19.61,Canada,2008,Summer,China,Rowing,Rowing Women's Lightweight Double Sculls,Bronze
Brett Camerota,M,25.0,167.0,59.0,21.16,United States of America,2010,Winter,Canada,Nordic Combined,Nordic Combined Men's Team,Silver
Tiago Henrique de Oliveira Camilo,M,26.0,180.0,90.0,27.78,Brazil,2008,Summer,China,Judo,Judo Men's Half-Middleweight,Bronze
Roberto Cammarelle,M,24.0,190.0,101.5,28.12,Italy,2004,Summer,Greece,Boxing,Boxing Men's Super-Heavyweight,Bronze
Roberto Cammarelle,M,28.0,190.0,101.5,28.12,Italy,2008,Summer,China,Boxing,Boxing Men's Super-Heavyweight,Gold
Roberto Cammarelle,M,31.0,190.0,101.5,28.12,Italy,2012,Summer,United Kingdom,Boxing,Boxing Men's Super-Heavyweight,Silver
Alan Campbell,M,29.0,191.0,96.0,26.32,United Kingdom,2012,Summer,United Kingdom,Rowing,Rowing Men's Single Sculls,Bronze
Bronte Campbell,F,22.0,179.0,58.0,18.1,Australia,2016,Summer,Brazil,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Cassie Dawin Campbell (-Pascall),F,28.0,170.0,66.0,22.84,Canada,2002,Winter,United States,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
Cassie Dawin Campbell (-Pascall),F,32.0,170.0,66.0,22.84,Canada,2006,Winter,Italy,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
Cate Natalie Campbell,F,16.0,186.0,67.0,19.37,Australia,2008,Summer,China,Swimming,Swimming Women's 50 metres Freestyle,Bronze
Cate Natalie Campbell,F,16.0,186.0,67.0,19.37,Australia,2008,Summer,China,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
Cate Natalie Campbell,F,20.0,186.0,67.0,19.37,Australia,2012,Summer,United Kingdom,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Cate Natalie Campbell,F,24.0,186.0,67.0,19.37,Australia,2016,Summer,Brazil,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Cate Natalie Campbell,F,24.0,186.0,67.0,19.37,Australia,2016,Summer,Brazil,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
Darren Andrew Campbell,M,30.0,183.0,83.0,24.78,United Kingdom,2004,Summer,Greece,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Luke Campbell,M,24.0,175.0,73.77,24.09,United Kingdom,2012,Summer,United Kingdom,Boxing,Boxing Men's Bantamweight,Gold
Veronica Angella Campbell-Brown,F,22.0,168.0,58.0,20.55,Jamaica,2004,Summer,Greece,Athletics,Athletics Women's 100 metres,Bronze
Veronica Angella Campbell-Brown,F,22.0,168.0,58.0,20.55,Jamaica,2004,Summer,Greece,Athletics,Athletics Women's 200 metres,Gold
Veronica Angella Campbell-Brown,F,22.0,168.0,58.0,20.55,Jamaica,2004,Summer,Greece,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
Veronica Angella Campbell-Brown,F,26.0,168.0,58.0,20.55,Jamaica,2008,Summer,China,Athletics,Athletics Women's 200 metres,Gold
Veronica Angella Campbell-Brown,F,30.0,168.0,58.0,20.55,Jamaica,2012,Summer,United Kingdom,Athletics,Athletics Women's 100 metres,Bronze
Veronica Angella Campbell-Brown,F,30.0,168.0,58.0,20.55,Jamaica,2012,Summer,United Kingdom,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
