name,sex,age,height,weight,bmi,country,year,season,host country,sport,event,medal
Aleksandr Viktorovich Bogdanovich,M,30.0,191.0,97.0,26.59,Belarus,2012,Summer,United Kingdom,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver
Andrey Viktorovich Bogdanovich,M,20.0,193.0,87.0,23.36,Belarus,2008,Summer,China,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
Andrey Viktorovich Bogdanovich,M,24.0,193.0,87.0,23.36,Belarus,2012,Summer,United Kingdom,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver
Andreea Boghian,F,24.0,186.0,78.0,22.55,Romania,2016,Summer,Brazil,Rowing,Rowing Women's Coxed Eights,Bronze
Stefanie Bhler,F,24.0,170.0,54.0,18.69,Germany,2006,Winter,Italy,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Silver
Stefanie Bhler,F,32.0,170.0,54.0,18.69,Germany,2014,Winter,Russia,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze
Annett Bhm,F,24.0,179.0,83.0,25.9,Germany,2004,Summer,Greece,Judo,Judo Women's Middleweight,Bronze
Daniel Bhm,M,27.0,178.0,72.0,22.72,Germany,2014,Winter,Russia,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
ric Boisse,M,24.0,180.0,70.0,21.6,France,2004,Summer,Greece,Fencing,"Fencing Men's epee, Team",Gold
Arnaud Boiteau,M,30.0,185.0,76.0,22.21,France,2004,Summer,Greece,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
Claudia Bokel,F,30.0,183.0,65.0,19.41,Germany,2004,Summer,Greece,Fencing,"Fencing Women's epee, Team",Silver
Shmagi Bolkvadze,M,22.0,170.0,66.0,22.84,Georgia,2016,Summer,Brazil,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Bronze
Timo Boll,M,27.0,181.0,74.0,22.59,Germany,2008,Summer,China,Table Tennis,Table Tennis Men's Team,Silver
Timo Boll,M,31.0,181.0,74.0,22.59,Germany,2012,Summer,United Kingdom,Table Tennis,Table Tennis Men's Team,Bronze
Timo Boll,M,35.0,181.0,74.0,22.59,Germany,2016,Summer,Brazil,Table Tennis,Table Tennis Men's Team,Bronze
Usain St. Leo Bolt,M,21.0,196.0,95.0,24.73,Jamaica,2008,Summer,China,Athletics,Athletics Men's 100 metres,Gold
Usain St. Leo Bolt,M,21.0,196.0,95.0,24.73,Jamaica,2008,Summer,China,Athletics,Athletics Men's 200 metres,Gold
Usain St. Leo Bolt,M,25.0,196.0,95.0,24.73,Jamaica,2012,Summer,United Kingdom,Athletics,Athletics Men's 100 metres,Gold
Usain St. Leo Bolt,M,25.0,196.0,95.0,24.73,Jamaica,2012,Summer,United Kingdom,Athletics,Athletics Men's 200 metres,Gold
Usain St. Leo Bolt,M,25.0,196.0,95.0,24.73,Jamaica,2012,Summer,United Kingdom,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Usain St. Leo Bolt,M,29.0,196.0,95.0,24.73,Jamaica,2016,Summer,Brazil,Athletics,Athletics Men's 100 metres,Gold
Usain St. Leo Bolt,M,29.0,196.0,95.0,24.73,Jamaica,2016,Summer,Brazil,Athletics,Athletics Men's 200 metres,Gold
Usain St. Leo Bolt,M,29.0,196.0,95.0,24.73,Jamaica,2016,Summer,Brazil,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Hamish Byron Bond,M,26.0,189.0,89.0,24.92,New Zealand,2012,Summer,United Kingdom,Rowing,Rowing Men's Coxless Pairs,Gold
Hamish Byron Bond,M,30.0,189.0,89.0,24.92,New Zealand,2016,Summer,Brazil,Rowing,Rowing Men's Coxless Pairs,Gold
Bohdan Viktorovych Bondarenko,M,26.0,198.0,77.0,19.64,Ukraine,2016,Summer,Brazil,Athletics,Athletics Men's High Jump,Bronze
Daniele Bonera,M,23.0,185.0,80.0,23.37,Italy,2004,Summer,Greece,Football,Football Men's Football,Bronze
Bong Jung-Keun,M,28.0,190.0,95.0,26.32,South Korea,2008,Summer,China,Baseball,Baseball Men's Baseball,Gold
Tessa Bonhomme,F,24.0,170.0,63.0,21.8,Canada,2010,Winter,Canada,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
Dante Boninfante,M,35.0,188.0,85.0,24.05,Italy,2012,Summer,United Kingdom,Volleyball,Volleyball Men's Volleyball,Bronze
Yvonne Bnisch,F,23.0,168.0,61.0,21.61,Germany,2004,Summer,Greece,Judo,Judo Women's Lightweight,Gold
Bartomiej Wojciech Bonk,M,27.0,181.0,105.0,32.05,Poland,2012,Summer,United Kingdom,Weightlifting,Weightlifting Men's Heavyweight,Bronze
Charlotte Bonnet,F,17.0,175.0,64.0,20.9,France,2012,Summer,United Kingdom,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze
Beniamino Bonomi,M,36.0,182.0,85.0,25.66,Italy,2004,Summer,Greece,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Silver
Julien Bontemps,M,29.0,183.0,72.0,21.5,France,2008,Summer,China,Sailing,Sailing Men's Windsurfer,Silver
Minke Gertine Booij,F,27.0,163.0,57.0,21.45,Netherlands,2004,Summer,Greece,Hockey,Hockey Women's Hockey,Silver
Minke Gertine Booij,F,31.0,163.0,57.0,21.45,Netherlands,2008,Summer,China,Hockey,Hockey Women's Hockey,Gold
Ageeth Boomgaardt,F,31.0,168.0,63.0,22.32,Netherlands,2004,Summer,Greece,Hockey,Hockey Women's Hockey,Silver
Tom Boon,M,26.0,184.0,81.0,23.92,Belgium,2016,Summer,Brazil,Hockey,Hockey Men's Hockey,Silver
Manut Boonjumnong,M,24.0,173.0,64.0,21.38,Thailand,2004,Summer,Greece,Boxing,Boxing Men's Light-Welterweight,Gold
Manut Boonjumnong,M,28.0,173.0,64.0,21.38,Thailand,2008,Summer,China,Boxing,Boxing Men's Light-Welterweight,Silver
Yaowapa Boorapolchai,F,19.0,159.0,49.0,19.38,Thailand,2004,Summer,Greece,Taekwondo,Taekwondo Women's Flyweight,Bronze
"Joshua ""Josh"" Booth",M,25.0,190.0,93.0,25.76,Australia,2016,Summer,Brazil,Rowing,Rowing Men's Coxless Fours,Silver
Rachel Kristine Bootsma,F,18.0,173.0,66.0,22.05,United States of America,2012,Summer,United Kingdom,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
"Carlos Austin Boozer, Jr.",M,22.0,206.0,117.0,27.57,United States of America,2004,Summer,Greece,Basketball,Basketball Men's Basketball,Bronze
"Carlos Austin Boozer, Jr.",M,26.0,206.0,117.0,27.57,United States of America,2008,Summer,China,Basketball,Basketball Men's Basketball,Gold
Kjetil Borch,M,26.0,193.0,84.0,22.55,Norway,2016,Summer,Brazil,Rowing,Rowing Men's Double Sculls,Bronze
Valeriy Viktorovich Borchin,M,21.0,178.0,63.0,19.88,Russia,2008,Summer,China,Athletics,Athletics Men's 20 kilometres Walk,Gold
Yannick Philippe Andr Borel,M,27.0,197.0,100.0,25.77,France,2016,Summer,Brazil,Fencing,"Fencing Men's epee, Team",Gold
Maurcio Borges Almeida Silva,M,27.0,199.0,99.0,25.0,Brazil,2016,Summer,Brazil,Volleyball,Volleyball Men's Volleyball,Gold
Mariya Olegovna Borisova,F,19.0,184.0,95.0,28.06,Russia,2016,Summer,Brazil,Water Polo,Water Polo Women's Water Polo,Bronze
Olivia Borle,F,22.0,172.0,57.0,19.27,Belgium,2008,Summer,China,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
Anastasiya Valerivna Borodina,F,22.0,192.0,75.0,20.35,Ukraine,2004,Summer,Greece,Handball,Handball Women's Handball,Bronze
Kathrin Boron (-Kppen),F,34.0,184.0,77.0,22.74,Germany,2004,Summer,Greece,Rowing,Rowing Women's Quadruple Sculls,Gold
Kathrin Boron (-Kppen),F,38.0,184.0,77.0,22.74,Germany,2008,Summer,China,Rowing,Rowing Women's Quadruple Sculls,Bronze
Ismael Borrero Molina,M,24.0,160.0,59.0,23.05,Cuba,2016,Summer,Brazil,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Gold
Luis Borroto Jimnez,M,21.0,185.0,78.0,22.79,Cuba,2004,Summer,Greece,Baseball,Baseball Men's Baseball,Gold
Nataliya Serhivna Borysenko,F,28.0,188.0,72.0,20.37,Ukraine,2004,Summer,Greece,Handball,Handball Women's Handball,Bronze
Yury Mikhaylovich Borzakovsky,M,23.0,183.0,70.0,20.9,Russia,2004,Summer,Greece,Athletics,Athletics Men's 800 metres,Gold
Jan Bos,M,26.0,190.0,83.0,22.99,Netherlands,2002,Winter,United States,Speed Skating,"Speed Skating Men's 1,000 metres",Silver
Theo Bos,M,20.0,190.0,85.0,23.55,Netherlands,2004,Summer,Greece,Cycling,Cycling Men's Sprint,Silver
Willemijn Bos,F,28.0,181.0,69.0,21.06,Netherlands,2016,Summer,Brazil,Hockey,Hockey Women's Hockey,Silver
Marcelien Bos-de Koning,F,30.0,175.0,62.0,20.24,Netherlands,2008,Summer,China,Sailing,Sailing Women's Two Person Dinghy,Silver
Edith Bosch,F,24.0,183.0,70.0,20.9,Netherlands,2004,Summer,Greece,Judo,Judo Women's Middleweight,Silver
Edith Bosch,F,28.0,183.0,70.0,20.9,Netherlands,2008,Summer,China,Judo,Judo Women's Middleweight,Bronze
Edith Bosch,F,32.0,183.0,70.0,20.9,Netherlands,2012,Summer,United Kingdom,Judo,Judo Women's Middleweight,Bronze
"Christopher Wesson ""Chris"" Bosh",M,24.0,208.0,104.0,24.04,United States of America,2008,Summer,China,Basketball,Basketball Men's Basketball,Gold
Miho Bokovi,M,29.0,196.0,96.0,24.99,Croatia,2012,Summer,United Kingdom,Water Polo,Water Polo Men's Water Polo,Gold
Tijana Bokovi,F,19.0,193.0,82.0,22.01,Serbia,2016,Summer,Brazil,Volleyball,Volleyball Women's Volleyball,Silver
Francisco Javier Bosma Mnguez,M,34.0,190.0,86.0,23.82,Spain,2004,Summer,Greece,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Silver
Roger-Yves Bost,M,50.0,176.0,80.0,25.83,France,2016,Summer,Brazil,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
Silvia Bosurgi,F,25.0,164.0,59.0,21.94,Italy,2004,Summer,Greece,Water Polo,Water Polo Women's Water Polo,Gold
Kinga Bta,F,26.0,180.0,69.0,21.3,Hungary,2004,Summer,Greece,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Silver
Jennifer Lori Botterill,F,22.0,175.0,71.0,23.18,Canada,2002,Winter,United States,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
Jennifer Lori Botterill,F,26.0,175.0,71.0,23.18,Canada,2006,Winter,Italy,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
Jennifer Lori Botterill,F,30.0,175.0,71.0,23.18,Canada,2010,Winter,Canada,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
Mikhail Botvinov,M,34.0,185.0,80.0,23.37,Austria,2002,Winter,United States,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,Silver
Mikhail Botvinov,M,38.0,185.0,80.0,23.37,Austria,2006,Winter,Italy,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Bronze
Ins Boubakri,F,27.0,167.0,56.0,20.08,Tunisia,2016,Summer,Brazil,Fencing,"Fencing Women's Foil, Individual",Bronze
David Alasdair Boudia,M,23.0,175.0,73.0,23.84,United States of America,2012,Summer,United Kingdom,Diving,Diving Men's Platform,Gold
David Alasdair Boudia,M,23.0,175.0,73.0,23.84,United States of America,2012,Summer,United Kingdom,Diving,Diving Men's Synchronized Platform,Bronze
David Alasdair Boudia,M,27.0,175.0,73.0,23.84,United States of America,2016,Summer,Brazil,Diving,Diving Men's Platform,Bronze
David Alasdair Boudia,M,27.0,175.0,73.0,23.84,United States of America,2016,Summer,Brazil,Diving,Diving Men's Synchronized Platform,Silver
Thomas Bouhail,M,22.0,166.0,61.0,22.14,France,2008,Summer,China,Gymnastics,Gymnastics Men's Horse Vault,Silver
Benjamin Kudjow Thomas Boukpeti,M,27.0,176.0,73.0,23.57,Togo,2008,Summer,China,Canoeing,"Canoeing Men's Kayak Singles, Slalom",Bronze
Mickal Stphane Bourgain,M,24.0,181.0,77.0,23.5,France,2004,Summer,Greece,Cycling,Cycling Men's Team Sprint,Bronze
Mickal Stphane Bourgain,M,28.0,181.0,77.0,23.5,France,2008,Summer,China,Cycling,Cycling Men's Sprint,Bronze
Mickal Stphane Bourgain,M,28.0,181.0,77.0,23.5,France,2008,Summer,China,Cycling,Cycling Men's Team Sprint,Silver
"Frdric Thierry Roger ""Frd"" Bousquet",M,27.0,188.0,86.0,24.33,France,2008,Summer,China,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
Carline Bouw,F,27.0,184.0,72.0,21.27,Netherlands,2012,Summer,United Kingdom,Rowing,Rowing Women's Coxed Eights,Bronze
Carline Bouw,F,31.0,184.0,72.0,21.27,Netherlands,2016,Summer,Brazil,Rowing,Rowing Women's Quadruple Sculls,Silver
Jay Daniel Bouwmeester,M,30.0,193.0,95.0,25.5,Canada,2014,Winter,Russia,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Marit Bouwmeester,F,24.0,177.0,68.0,21.71,Netherlands,2012,Summer,United Kingdom,Sailing,Sailing Women's One Person Dinghy,Silver
Marit Bouwmeester,F,28.0,177.0,68.0,21.71,Netherlands,2016,Summer,Brazil,Sailing,Sailing Women's One Person Dinghy,Gold
George Richard Lycott Bovell,M,21.0,196.0,74.0,19.26,Trinidad and Tobago,2004,Summer,Greece,Swimming,Swimming Men's 200 metres Individual Medley,Bronze
Cesare Bovo,M,21.0,181.0,75.0,22.89,Italy,2004,Summer,Greece,Football,Football Men's Football,Bronze
Arnaud Bovolenta,M,25.0,170.0,92.0,31.83,France,2014,Winter,Russia,Freestyle Skiing,Freestyle Skiing Men's Ski Cross,Silver
Jodie Bowering,F,26.0,167.0,67.0,24.02,Australia,2008,Summer,China,Softball,Softball Women's Softball,Bronze
"Frentorish ""Tori"" Bowie",F,25.0,175.0,58.0,18.94,United States of America,2016,Summer,Brazil,Athletics,Athletics Women's 100 metres,Silver
"Frentorish ""Tori"" Bowie",F,25.0,175.0,58.0,18.94,United States of America,2016,Summer,Brazil,Athletics,Athletics Women's 200 metres,Bronze
"Frentorish ""Tori"" Bowie",F,25.0,175.0,58.0,18.94,United States of America,2016,Summer,Brazil,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
"Maddison Michelle ""Maddie"" Bowman",F,20.0,155.0,63.0,26.22,United States of America,2014,Winter,Russia,Freestyle Skiing,Freestyle Skiing Women's Halfpipe,Gold
Heather Erin Bown,F,29.0,188.0,90.0,25.46,United States of America,2008,Summer,China,Volleyball,Volleyball Women's Volleyball,Silver
Shannon Leigh Boxx,F,27.0,172.0,67.0,22.65,United States of America,2004,Summer,Greece,Football,Football Women's Football,Gold
Shannon Leigh Boxx,F,31.0,172.0,67.0,22.65,United States of America,2008,Summer,China,Football,Football Women's Football,Gold
Shannon Leigh Boxx,F,35.0,172.0,67.0,22.65,United States of America,2012,Summer,United Kingdom,Football,Football Women's Football,Gold
Svetlana Sergeyevna Boyarkina-Zhurova,F,34.0,176.0,64.0,20.66,Russia,2006,Winter,Italy,Speed Skating,Speed Skating Women's 500 metres,Gold
Micah Nathan Boyd,M,26.0,191.0,95.0,26.04,United States of America,2008,Summer,China,Rowing,Rowing Men's Coxed Eights,Bronze
Svetlana Anatolyevna Boyko,F,36.0,180.0,63.0,19.44,Russia,2008,Summer,China,Fencing,"Fencing Women's Foil, Team",Gold
"Daniel Denis ""Dan"" Boyle",M,33.0,180.0,86.0,26.54,Canada,2010,Winter,Canada,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Megan Bozek,F,22.0,173.0,77.0,25.73,United States of America,2014,Winter,Russia,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
Mathieu Ren Bozzetto,M,36.0,186.0,90.0,26.01,France,2010,Winter,Canada,Snowboarding,Snowboarding Men's Parallel Giant Slalom,Bronze
Tarjei B,M,21.0,185.0,77.0,22.5,Norway,2010,Winter,Canada,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
Hvard Bkko,M,23.0,182.0,76.0,22.94,Norway,2010,Winter,Canada,Speed Skating,"Speed Skating Men's 1,500 metres",Bronze
"Jules Timothy ""Tim"" Brabants",M,31.0,189.0,88.0,24.64,United Kingdom,2008,Summer,China,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",Bronze
"Jules Timothy ""Tim"" Brabants",M,31.0,189.0,88.0,24.64,United Kingdom,2008,Summer,China,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Gold
Steven John Bradbury,M,28.0,178.0,80.0,25.25,Australia,2002,Winter,United States,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",Gold
Amber Bradley,F,24.0,178.0,74.0,23.36,Australia,2004,Summer,Greece,Rowing,Rowing Women's Quadruple Sculls,Bronze
Oscar Ren Braison Vidal,M,23.0,188.0,135.0,38.2,Cuba,2008,Summer,China,Judo,Judo Men's Heavyweight,Bronze
Jeanette Brakewell,F,30.0,169.0,60.0,21.01,United Kingdom,2004,Summer,Greece,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
Jovana Brakoevi-Kancian,F,28.0,196.0,82.0,21.35,Serbia,2016,Summer,Brazil,Volleyball,Volleyball Women's Volleyball,Silver
Iain Brambell,M,34.0,185.0,73.0,21.33,Canada,2008,Summer,China,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
Julian Brandt,M,20.0,183.0,83.0,24.78,Germany,2016,Summer,Brazil,Football,Football Men's Football,Silver
Ana Maria Florentina Brnz-Popescu,F,23.0,175.0,64.0,20.9,Romania,2008,Summer,China,Fencing,"Fencing Women's epee, Individual",Silver
Ana Maria Florentina Brnz-Popescu,F,31.0,175.0,64.0,20.9,Romania,2016,Summer,Brazil,Fencing,"Fencing Women's epee, Team",Gold
Scott Brash,M,26.0,171.0,64.0,21.89,United Kingdom,2012,Summer,United Kingdom,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
Sophie Charlotte Bray,F,26.0,164.0,58.0,21.56,United Kingdom,2016,Summer,Brazil,Hockey,Hockey Women's Hockey,Gold
Thiago Braz da Silva,M,22.0,183.0,75.0,22.4,Brazil,2016,Summer,Brazil,Athletics,Athletics Men's Pole Vault,Gold
Kelly Brazier,F,26.0,171.0,70.0,23.94,New Zealand,2016,Summer,Brazil,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Silver
Elaine Breeden (-Penrose),F,19.0,180.0,73.0,22.53,United States of America,2008,Summer,China,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
Karoline Charlotte Dyhre Breivang,F,28.0,172.0,73.77,24.94,Norway,2008,Summer,China,Handball,Handball Women's Handball,Gold
Karoline Charlotte Dyhre Breivang,F,32.0,172.0,73.77,24.94,Norway,2012,Summer,United Kingdom,Handball,Handball Women's Handball,Gold
Emiliano Brembilla,M,25.0,185.0,78.0,22.79,Italy,2004,Summer,Greece,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
Sebastian Brendel,M,24.0,192.0,92.0,24.96,Germany,2012,Summer,United Kingdom,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Gold
Sebastian Brendel,M,28.0,192.0,92.0,24.96,Germany,2016,Summer,Brazil,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Gold
Sebastian Brendel,M,28.0,192.0,92.0,24.96,Germany,2016,Summer,Brazil,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
Michael Gene Brennan,M,28.0,182.0,79.0,23.85,Australia,2004,Summer,Greece,Hockey,Hockey Men's Hockey,Gold
Scott Michael Brennan,M,25.0,193.0,89.0,23.89,Australia,2008,Summer,China,Rowing,Rowing Men's Double Sculls,Gold
Veronica Brenner,F,27.0,171.0,61.0,20.86,Canada,2002,Winter,United States,Freestyle Skiing,Freestyle Skiing Women's Aerials,Silver
Breno Vinicius Rodrigues Borges,M,18.0,187.0,88.0,25.17,Brazil,2008,Summer,China,Football,Football Men's Football,Bronze
Bart Jan-Baptist Marie Brentjens,M,35.0,188.0,79.0,22.35,Netherlands,2004,Summer,Greece,Cycling,"Cycling Men's Mountainbike, Cross-Country",Bronze
Linda Bresonik,F,24.0,175.0,60.0,19.59,Germany,2008,Summer,China,Football,Football Women's Football,Bronze
Julie Bresset,F,23.0,167.0,53.0,19.0,France,2012,Summer,United Kingdom,Cycling,"Cycling Women's Mountainbike, Cross-Country",Gold
Derrick Keith Brew,M,26.0,185.0,81.0,23.67,United States of America,2004,Summer,Greece,Athletics,Athletics Men's 400 metres,Bronze
Derrick Keith Brew,M,26.0,185.0,81.0,23.67,United States of America,2004,Summer,Greece,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Eric Charles Brewer,M,22.0,191.0,100.0,27.41,Canada,2002,Winter,United States,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
"Thomas Robert ""Tom"" Brice",M,22.0,195.0,98.0,25.77,Australia,2004,Summer,Greece,Baseball,Baseball Men's Baseball,Silver
George Spencer Bridgewater,M,25.0,200.0,97.0,24.25,New Zealand,2008,Summer,China,Rowing,Rowing Men's Coxless Pairs,Bronze
Thomas Briels,M,28.0,172.0,71.0,24.0,Belgium,2016,Summer,Brazil,Hockey,Hockey Men's Hockey,Silver
Torah Jane Bright (-Thomson),F,23.0,161.0,57.0,21.99,Australia,2010,Winter,Canada,Snowboarding,Snowboarding Women's Halfpipe,Gold
Torah Jane Bright (-Thomson),F,27.0,161.0,57.0,21.99,Australia,2014,Winter,Russia,Snowboarding,Snowboarding Women's Halfpipe,Silver
Julius Brink,M,30.0,186.0,85.0,24.57,Germany,2012,Summer,United Kingdom,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Gold
Christine Brinker-Wenzel,F,27.0,171.0,63.0,21.55,Germany,2008,Summer,China,Shooting,Shooting Women's Skeet,Bronze
Thrse Anne Brisson,F,35.0,170.0,68.0,23.53,Canada,2002,Winter,United States,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
Grant Tyson Brits,M,20.0,188.0,80.0,22.63,Australia,2008,Summer,China,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
Lawrence Brittain,M,25.0,187.0,94.0,26.88,South Africa,2016,Summer,Brazil,Rowing,Rowing Men's Coxless Pairs,Silver
Matthew Brittain,M,25.0,186.0,70.0,20.23,South Africa,2012,Summer,United Kingdom,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
Brittany Broben,F,16.0,163.0,52.0,19.57,Australia,2012,Summer,United Kingdom,Diving,Diving Women's Platform,Silver
Allison M. Brock,F,36.0,168.0,59.0,20.9,United States of America,2016,Summer,Brazil,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
Norman Brckl,M,21.0,183.0,90.0,26.87,Germany,2008,Summer,China,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
Martin Pierre Brodeur,M,29.0,188.0,95.0,26.88,Canada,2002,Winter,United States,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Martin Pierre Brodeur,M,37.0,188.0,95.0,26.88,Canada,2010,Winter,Canada,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Leith Brodie,M,22.0,187.0,84.0,24.02,Australia,2008,Summer,China,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
Leith Brodie,M,22.0,187.0,84.0,24.02,Australia,2008,Summer,China,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
Zbigniew Marcin Brdka,M,29.0,183.0,85.0,25.38,Poland,2014,Winter,Russia,Speed Skating,"Speed Skating Men's 1,500 metres",Gold
Zbigniew Marcin Brdka,M,29.0,183.0,85.0,25.38,Poland,2014,Winter,Russia,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),Bronze
"Sandra Anne ""Sandy"" Brondello",F,35.0,170.0,62.0,21.45,Australia,2004,Summer,Greece,Basketball,Basketball Women's Basketball,Silver
Brandon Brooks,M,27.0,198.0,111.0,28.31,United States of America,2008,Summer,China,Water Polo,Water Polo Men's Water Polo,Silver
Travis Neil Brooks,M,24.0,186.0,79.0,22.84,Australia,2004,Summer,Greece,Hockey,Hockey Men's Hockey,Gold
Travis Neil Brooks,M,28.0,186.0,79.0,22.84,Australia,2008,Summer,China,Hockey,Hockey Men's Hockey,Bronze
Kristina Brring-Sprehe,F,25.0,168.0,54.0,19.13,Germany,2012,Summer,United Kingdom,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
Kristina Brring-Sprehe,F,29.0,168.0,54.0,19.13,Germany,2016,Summer,Brazil,Equestrianism,"Equestrianism Mixed Dressage, Individual",Bronze
Kristina Brring-Sprehe,F,29.0,168.0,54.0,19.13,Germany,2016,Summer,Brazil,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
Gayle Broughton,F,20.0,174.0,70.0,23.12,New Zealand,2016,Summer,Brazil,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Silver
Alexander Brouwer,M,26.0,198.0,88.0,22.45,Netherlands,2016,Summer,Brazil,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Bronze
Matthijs Christian Brouwer,M,24.0,185.0,81.0,23.67,Netherlands,2004,Summer,Greece,Hockey,Hockey Men's Hockey,Silver
Ronald Leendert Brouwer,M,25.0,177.0,75.0,23.94,Netherlands,2004,Summer,Greece,Hockey,Hockey Men's Hockey,Silver
Tore Brovold,M,38.0,175.0,73.77,24.09,Norway,2008,Summer,China,Shooting,Shooting Men's Skeet,Silver
Aaron Brown,M,24.0,198.0,79.0,20.15,Canada,2016,Summer,Brazil,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
"Christopher Deon ""Chris"" Brown",M,29.0,178.0,75.0,23.67,Bahamas,2008,Summer,China,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
"Christopher Deon ""Chris"" Brown",M,33.0,178.0,75.0,23.67,Bahamas,2012,Summer,United Kingdom,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
"Christopher Deon ""Chris"" Brown",M,37.0,178.0,75.0,23.67,Bahamas,2016,Summer,Brazil,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
Dustin James Brown,M,25.0,183.0,94.0,28.07,United States of America,2010,Winter,Canada,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
Graeme Allen Brown,M,25.0,177.0,75.0,23.94,Australia,2004,Summer,Greece,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
Graeme Allen Brown,M,25.0,177.0,75.0,23.94,Australia,2004,Summer,Greece,Cycling,Cycling Men's Madison,Gold
Jason Brown,M,19.0,170.0,61.0,21.11,United States of America,2014,Winter,Russia,Figure Skating,Figure Skating Mixed Team,Bronze
Jeremiah Brown,M,26.0,198.0,106.0,27.04,Canada,2012,Summer,United Kingdom,Rowing,Rowing Men's Coxed Eights,Silver
Kiel Brown,M,24.0,172.0,72.0,24.34,Australia,2008,Summer,China,Hockey,Hockey Men's Hockey,Bronze
Kyle Gie Brown,M,29.0,182.0,92.0,27.77,South Africa,2016,Summer,Brazil,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze
Lascelles Oneil Brown,M,31.0,182.0,100.0,30.19,Canada,2006,Winter,Italy,Bobsleigh,Bobsleigh Men's Two,Silver
Lascelles Oneil Brown,M,35.0,182.0,100.0,30.19,Canada,2010,Winter,Canada,Bobsleigh,Bobsleigh Men's Four,Bronze
Laura Brown,F,29.0,167.0,61.0,21.87,Canada,2016,Summer,Brazil,Cycling,Cycling Women's Team Pursuit,Bronze
